gene_name,gene_id,logFC,logCPM,PValue,FDR,raw_read_count_x23908x30,raw_read_count_x23908x31,raw_read_count_x23908x16,rpkm_x23908x30,rpkm_x23908x31,rpkm_x23908x16
Fbln2,14115,6.751664276926114,6.071808016353501,8.367138832616776e-77,4.5739562081273365e-74,29,18,733,0.5685482062297477,0.2802686499330553,36.80823379175584
Jchain,16069,7.485963580628955,4.884207664350619,3.585148964547397e-76,1.8738081823762196e-73,7,6,343,0.3375129563690179,0.22976103561575054,42.360222971300644
Top2a,21973,7.2674284765764945,5.1496729027907016,3.6236294751434756e-76,1.8738081823762196e-73,6,12,405,0.11143366715883807,0.1770023935379212,19.266015442720917
Tagln2,21346,6.5267562652085935,6.127437582080049,1.3567605402390092e-75,6.831289320103411e-73,23,34,758,1.6193225508488316,1.9011534220535307,136.69305250495165
Lyz2,17105,6.652242334751449,5.759215974405601,3.302225785247132e-75,1.6200381012598304e-72,15,26,596,1.38079702517775,1.900836016506969,140.5259570483228
Fn1,14268,6.712448412838208,9.926274365814237,2.7156181210199533e-74,1.298948037736869e-71,282,391,10119,3.239127159192796,3.5668789206347253,297.70641534524447
Col12a1,12816,6.3022216389432995,8.03377709482849,4.837439328452741e-74,2.257432357836251e-71,124,117,2735,0.8533894680812811,0.6395053411030838,48.21194280078288
Lum,17022,6.87561447419945,5.355438736850588,1.450387127788988e-73,6.607204027615883e-71,8,19,460,0.3751331612820258,0.707590170889888,55.24907482496605
Thbs2,21826,6.202195421975867,6.969606998337387,5.984364262209091e-73,2.6627637541592217e-70,58,67,1324,0.9529566860919412,0.8742843234679489,55.71919859133564
Col5a3,53867,6.306087599300554,6.17058985550878,1.6577105929371594e-72,7.208403812424242e-70,40,28,777,0.6367811760963706,0.3540144403477412,31.682755987303004
Col8a1,12837,6.574402660973157,7.31570817612353,3.1446330647199207e-72,1.3370280983841388e-69,47,76,1684,0.8949330125741087,1.1493147589796615,82.13087814212493
Serpine1,18787,6.737156080126641,5.092767619985239,4.41748350859336e-72,1.837385042824277e-69,14,11,388,0.4504637208681733,0.2810976338513244,31.976816009302514
F830016B08Rik,240328,7.502629507208538,4.642937932608944,1.3988879762867915e-71,5.694664606445784e-69,7,4,295,0.10478479168502738,0.04755464306385482,11.310816029174697
Aldh1a3,56847,7.492816129594094,4.632131160987005,2.3726183614309827e-71,9.45735564776229e-69,7,4,293,0.20026496499637694,0.0908865568700548,21.470703160648878
Col6a1,12833,6.111533897459844,8.295363759685117,5.1562601550196506e-71,2.0133617458365504e-68,167,161,3260,4.086802650693347,3.1291457473795314,204.34146545221483
Scn7a,20272,6.109879144158049,6.752791513206448,3.14294186493811e-70,1.1903097538798658e-67,48,67,1142,0.6369027489378456,0.7060564248707479,38.812328473126485
Cd74,16149,7.949360151702733,7.012638001294258,3.172832145919257e-70,1.1903097538798658e-67,6,33,1390,0.41258019946653895,1.8022033457944981,244.8181657150228
Tnfrsf14,230979,6.139947096131833,5.500688832060391,8.601546848070969e-70,3.1648729970027274e-67,21,28,499,0.41328953031109106,0.43764891978264453,25.154017738075346
Anxa1,16952,7.118717753700541,4.809406033906574,2.009214505403762e-69,7.253264364507581e-67,11,5,326,0.7672414342528888,0.2769759676658211,58.24097968731226
Ifi203,15950,6.063207606305746,5.704837842984595,3.0654522185097224e-69,1.0861351351249355e-66,25,34,569,0.3637117363469103,0.39285197806189875,21.20319372106004
Col5a1,12831,6.124206999573839,8.561063934780499,3.808150843689077e-69,1.3247518198600567e-66,213,177,3913,2.43393245680598,1.6063305004393709,114.52768306937658
Mki67,17345,6.216287120928067,6.246949172711133,5.944981187338995e-69,2.0311665188813745e-66,47,29,816,0.4458523636788238,0.2184861610981923,19.826912160440273
NA,68395,7.619062794612104,4.455298543332915,1.5813536771316162e-68,5.308077176238458e-66,2,7,263,0.05774490427746316,0.16051455930307076,19.449620280515155
Col15a1,12819,6.143816211681373,6.376153841216745,1.4162947127826125e-67,4.6720632309775385e-65,54,33,888,0.9360785391424147,0.45432348731502137,39.427859732640236
H2-Q6,110557,7.274818719356925,4.766725847935882,2.4990459466652126e-67,8.104109508058562e-65,2,12,318,0.08926620523626187,0.4253741008005362,36.35430995537878
Fbn1,14118,5.828904680123081,7.7005334577600895,4.4167201723091726e-67,1.4084184509465232e-64,131,133,2157,1.2587716221297485,1.0149859008666426,53.088138986747936
Nid1,18073,5.849444493499925,7.732748274997017,1.2942433865108995e-66,4.0594686416578754e-64,141,125,2206,2.2980440674641684,1.6180128764397843,92.09084464261193
Adamts12,239337,6.364618909897735,5.2594406554585,3.381555593684686e-66,1.0435371479672437e-63,11,25,429,0.12306563191707255,0.22213491715178824,12.2934308138024
Fgl2,14190,5.956899316048625,5.431035138333201,1.147046659864674e-65,3.483562498919176e-63,21,32,475,0.5421341039687011,0.6561001430937784,31.40890178132659
Hspg2,15530,5.825320617463395,8.396766535591336,1.5997928449979148e-65,4.7826307036476724e-63,226,200,3473,1.5268599498611823,1.0731328284788793,60.09900142179034
Cd44,12505,5.617930934729927,6.125294180925773,1.2286829684459079e-64,3.616675574657778e-62,47,58,742,0.7958767306393483,0.7800252538754467,32.18278048028079
Rcn3,52377,6.18131623574466,5.067279325416801,1.3588736154770368e-64,3.939292255291234e-62,13,23,378,0.8097964969256277,1.1378711808652842,60.31093336157952
Tgtp2,100039796,6.948848105214532,4.5219761218840935,2.968103264098274e-64,8.475928321192876e-62,10,5,272,0.3455261495295648,0.13720933057308965,24.072518706159553
Igfbp3,16009,5.643209017627324,7.160466826864144,3.5151490650902015e-64,9.890492215054533e-62,99,108,1487,2.395006515923674,2.075047204800229,92.14126737687468
Runx1,12394,6.200635912480468,5.170829934029008,2.20902169746407e-63,6.125393063417398e-61,12,26,404,0.1582545357129717,0.2723209093857233,13.646710969677489
Moxd1,59012,5.47801730715177,5.957068125090392,5.66097995429617e-63,1.5473075637935516e-60,50,53,661,1.5780110883478013,1.328460471577845,53.43344977580618
C1s1,50908,8.013850663105236,4.266390457306545,9.114618389509129e-63,2.4561970936123683e-60,6,0,235,0.1881408257315993,0,18.874322262834053
Nkd2,72293,5.537116580581826,5.614810843136352,1.005034051418404e-62,2.6707384035817115e-60,42,37,529,1.0175813933555946,0.711957896965705,32.82821334688129
Tap1,21354,6.248141634434618,4.746076891290306,1.0585187557710152e-62,2.774334158105046e-60,13,15,309,0.42878038243994265,0.39293031345134277,26.104882498819165
NA,115489304,6.515931076973532,4.79374537117422,1.1231154676122983e-62,2.9038605732197435e-60,17,7,320,0.8140269601515415,0.2662077090803881,39.24745986367839
Scgb2b24,233090,12.248384934400592,4.208188112813232,1.6998600014747376e-62,4.3364561877621534e-60,0,0,229,0,0,113.46261185043325
Ppic,19038,6.593147170776271,4.735515228940581,2.164495921235315e-62,5.449118481709905e-60,6,16,309,0.45396654917974544,0.9614469048679823,59.882895312221265
Col20a1,73368,5.820689637668912,7.953381603739502,2.888185092131023e-62,7.176577320486086e-60,182,133,2563,2.792278428692783,1.6205845525347877,100.7181286115356
Cxcl9,17329,12.235732246038749,4.193668058301833,4.3313539524535485e-62,1.0624589124653044e-59,0,0,227,0,0,19.47444097091195
Mmp14,17387,5.455670016743284,7.170622845820013,2.35077973112194e-61,5.6933504551336805e-59,118,118,1489,3.020631233224941,2.3990010017085406,97.62973431466948
Irgm2,54396,5.949437598584524,4.866516535357016,3.511881970674173e-61,8.399104718113618e-59,17,20,331,0.47071792345700986,0.43981955024908415,23.47531972523404
Col4a1,12826,5.520877598202051,8.972598769427455,6.806557579249705e-61,1.6077761254788224e-58,390,386,5118,4.615308178780701,3.627906818511669,155.13439216098794
Thbs1,21825,5.784982892470379,5.364510585939144,1.7700243227395835e-60,4.0872328775344174e-58,20,37,453,0.33276389776855486,0.4889232069449848,19.30528055247333
Hmga2,15364,8.441834270545478,4.122627306157086,1.7730639671528596e-60,4.0872328775344174e-58,2,2,216,0.05098253272597612,0.04049059207690023,14.10317420723638
Lama4,16775,5.317619994314333,6.47880209269819,3.2079118556225515e-60,7.306783039717413e-58,87,75,930,1.400118134726218,0.9586043869347182,38.33540757938351
C4b,12268,5.48981660157158,7.484721168223232,3.934303249139514e-60,8.855885184210156e-58,126,160,1845,2.2367853725867914,2.255830541252008,83.89225103044882
C1qtnf6,72709,6.562766888999663,4.4707840838467385,1.4788807861650424e-59,3.290165823452995e-57,6,13,262,0.20902290807202026,0.35968200312349913,23.378445748371544
Flnc,68794,5.464621823945416,5.240174698297963,1.721054203045059e-59,3.7849344904438063e-57,31,34,414,0.3267228200750963,0.2845964069841832,11.176088305418556
Igfbp7,29817,5.3209823326350945,6.7779341100932005,2.4216604498165324e-59,5.265185157538603e-57,88,110,1137,7.08809139591245,7.036748714953684,234.5734253665271
Col16a1,107581,5.536804386190779,7.671326599505164,3.258683922918796e-59,7.005438145753407e-57,178,136,2098,2.717199425782794,1.6488195979152678,82.03113187039261
Serping1,12258,6.0443639237831945,5.919952587989398,5.787935589562066e-59,1.2304507959454557e-56,20,49,655,1.06338976729536,2.0691466961526994,89.20218439235208
NA,105243189,5.239610370692412,5.673486820859084,6.670192981161831e-59,1.4024263989952672e-56,48,52,544,0.6780499213067975,0.5833866636027486,19.68298858203987
Anxa2,12306,5.208505685044835,6.062450103607275,9.067822793447773e-59,1.8858114511634374e-56,61,71,702,4.130347937480203,3.818105040704419,121.74906181928958
Eln,13717,5.355208917800297,5.2869243611941625,9.942755277479754e-59,2.044432679061138e-56,36,36,425,0.8814307733947951,0.7000368946239324,26.65301517541571
Pcolce,18542,6.0848753881740745,4.5710316224374266,1.0044251911971303e-58,2.044432679061138e-56,14,14,276,0.885121697144481,0.7029682454208559,44.694670667370204
Psmb8,16913,6.683325548137838,4.3316105904696816,1.1904171117470834e-58,2.397500063058626e-56,10,6,241,0.7955859665374115,0.37911510210350324,49.110670647898786
Cdk6,12571,5.183673661330321,5.907413971603393,1.5441014665000538e-58,3.0774263915151594e-56,60,61,633,0.4826397009301857,0.3897035378393361,13.042090550185884
Arpc1b,11867,5.385290664688561,6.084771293112544,2.286345127963235e-58,4.509756838486657e-56,70,49,717,4.391367801113334,2.441352968381328,115.21065273135686
Serpinh1,12406,5.828644592920935,7.381546477379767,3.494641059754103e-58,6.822751775130128e-56,78,135,1736,3.274121125619924,4.500560751567365,186.64723837499787
Tgfbi,21810,5.465134980954216,5.064874803379491,4.457370662655972e-58,8.614431604908759e-56,31,27,370,1.1020478900012016,0.7623163918255865,33.69086845075351
Cnn2,12798,5.463205625575846,5.034999289936476,8.612517618220094e-58,1.6478329958940508e-55,28,29,363,1.5288465677950127,1.2575828026847131,50.76731613848028
Clca3a2,80797,7.427613516471916,4.056510874091925,1.4025707569218438e-57,2.65696893982036e-55,7,1,206,0.1451312904224756,0.01646628914953422,10.939612667308266
Gm1553,432480,12.067432261394503,3.9992861354597387,2.9567010605189286e-57,5.546133469696928e-55,0,0,202,0,0,76.04639995036294
Prrx1,18933,5.144730452898823,6.784976907466336,4.6951496806060584e-57,8.721582411556865e-55,119,104,1135,0.9416655401102414,0.6536056179075688,23.004737727919327
Lgals1,16852,5.508330797725886,5.780264876524262,6.041379945253306e-57,1.1114396393512644e-54,32,58,589,3.8920065483010173,5.602531385960396,183.48923376142088
Siglec1,20612,7.774471226916941,3.9933880178726127,9.383898020910042e-57,1.7099249603244937e-54,5,1,199,0.07452524793774927,0.011837667735717539,7.597281350603124
Itga1,109700,5.062333530401878,6.557729856750694,1.1947887344671068e-56,2.1565936657131278e-54,106,96,971,1.7235657341239465,1.2397266574133274,40.44016550809849
Lsp1,16985,6.073901003090208,4.499663384584402,3.8496515632193395e-56,6.883680687764077e-54,10,17,264,0.32006632798528106,0.4321371758680886,21.642908459036327
Gvin2,100042856,5.146292699678054,6.647804047349443,4.781517401469971e-56,8.470812263178237e-54,114,89,1035,1.227422669321445,0.7610479421389845,28.54311365376344
Egflam,268780,5.253684621005838,5.325258131726125,5.309913391269563e-56,9.320603019739499e-54,33,46,434,0.2859985216307419,0.31662149897774544,9.63410302291897
NA,102638104,6.238633244665056,4.352316140160812,7.0154224915223605e-56,1.2202370775481576e-53,11,11,242,0.7271072016187363,0.5774723130206555,40.972535035675655
NA,100042940,5.727455744088185,4.871600702451094,9.143103789286297e-56,1.5759910342379705e-53,28,15,330,0.41524227767271943,0.1766719135316966,12.535139787279082
Sdc1,20969,5.710403137381555,4.655683446516143,9.88410856375005e-56,1.688505795984194e-53,18,20,288,0.5307281656774115,0.46834118168947936,21.750228666271223
Serpina3n,20716,5.027105317050438,5.838589071383182,1.0112817050679053e-55,1.712287863987985e-53,68,60,601,2.968331598076146,2.080115611810608,67.19696879800313
Col18a1,12822,5.22164130109387,7.561724054059068,1.2540107762986963e-55,2.104648086221312e-53,197,162,1927,2.5072769457661885,1.6375094554035032,62.81878093510888
H2-Q7,15018,9.984241067075716,3.9260219329135317,1.370148349419714e-55,2.279569423430208e-53,0,1,193,0,0.05031008787679953,31.31492476297594
Fblim1,74202,6.068808868797317,4.372235523795625,1.4986235296070302e-55,2.471824482066492e-53,12,13,244,0.3246043826773159,0.27928602577812983,16.905758774752094
Cenpf,108000,5.709026588682655,4.694037209926493,2.3536649892993014e-55,3.8489463453216693e-53,15,24,295,0.1284208055972619,0.16318795244085682,6.469010487429435
Adgrg6,215798,5.309948274837334,4.982040937151434,3.2671319508100036e-55,5.2974606453260845e-53,27,34,349,0.35587976430549806,0.3559189961091816,11.782478756013392
Parp14,547253,5.191965066466629,5.225794954761966,3.610744559624663e-55,5.805409719268797e-53,42,35,406,0.48128687736616044,0.31853377979704905,11.91660302373681
H2-D1,14964,5.377654305318899,8.596479347927746,5.5815455408204975e-55,8.899309236043214e-53,275,385,3934,15.413332384544638,17.13788799932268,564.767782320601
Micall2,231830,5.834952450312519,4.516179285132802,6.758172719746114e-55,1.0686290797264661e-52,18,14,265,0.4290551069905581,0.26503383873167496,16.179241324253994
H2-Q7,110558,9.94638514410645,3.881884529220069,1.2930259202619023e-54,2.027824994456637e-52,0,1,188,0,0.05080624258958849,30.804482304575444
Emilin1,100952,6.194998521443464,4.373827057533765,1.32861726181783e-54,2.0667019569398814e-52,7,16,245,0.17594966312391577,0.3194060241953566,15.7735044388834
Gbp2,14469,5.538832327863579,4.937115177235648,1.3805216262124704e-54,2.130122602768e-52,18,33,342,0.7134024222955022,1.038744494622898,34.71841490262744
Esp15,668200,11.96383466153223,3.878465339130107,1.4102890712389007e-54,2.1586448640011107e-52,0,0,188,0,0,40.080083477552826
Gvin1,74558,5.0593171628030715,6.6486851925764245,1.5422844690188395e-54,2.341946725852179e-52,121,94,1032,1.3023583859082501,0.8035366955756444,28.45093517463022
Fcgr2b,14130,5.4040339453398785,4.79964202664667,2.2778809153221584e-54,3.431708311248729e-52,26,25,312,0.6673184532829494,0.5096036334658671,20.510964780247853
Nes,18008,4.9357507143009265,6.3493526178462485,2.3467443733800745e-54,3.507832819990701e-52,87,104,840,1.28337086757955,1.2184255120969474,31.73831881638273
Casp12,12364,6.2181745565770274,4.255729416769651,5.1021493923886257e-54,7.567397234462914e-52,12,9,228,0.4302144305417484,0.25625890007696267,20.9367989648613
Gbp9,236573,5.017721560110001,5.289995308662763,5.1732657168711856e-54,7.613853304684338e-52,44,46,420,0.6774062030270758,0.5624540457315107,16.562179660827567
Mrc2,17534,4.975822841584435,5.456678220947309,7.276245923793777e-54,1.0627129248702664e-51,55,48,467,0.9174539694692094,0.6359098506738687,19.953091008528208
Stab1,192187,4.880202473093849,5.962824590360176,7.331736062451011e-54,1.0627129248702664e-51,73,80,648,0.8752818177017077,0.7618119036723507,19.900856173390487
Igtp,16145,6.275357730075461,4.239107159689822,7.501528403374623e-54,1.079148443171178e-51,10,10,226,0.4809696673629532,0.38198860592567513,27.84183373720457
Loxl1,16949,5.607101454474664,4.5869231663376535,7.624784346702063e-54,1.0886940216824668e-51,17,22,275,0.49553708299219057,0.5093105121428431,20.53201821058969
Kirrel,170643,4.933680888782818,7.0092385028600255,1.354850825757073e-53,1.920174877719265e-51,149,149,1309,0.5458275062091521,0.43349903813244417,12.28232271020949
Clca3a1,12722,7.134454650355443,3.909062006924678,1.88587509157707e-53,2.653121185819418e-51,3,6,188,0.054745028342568704,0.08695757124392058,8.787250109763551
Iigp1c,240327,7.411894207392483,3.820910298872487,2.702589480043802e-53,3.7743536147210266e-51,2,5,179,0.05359414139770059,0.10641186309386408,12.286043859556607
Mndal,100040462,5.361779789098563,4.723887515534621,3.788687945750739e-53,5.252823656960064e-51,24,26,297,0.4775468157424561,0.4108760060220586,15.136758063375105
Rhoj,80837,5.601521416992902,4.539811539088486,6.067777091976924e-53,8.352142381352121e-51,17,21,267,0.7014854889855523,0.6882112784368303,28.21972257246544
Gbp4,17472,6.39120867231209,4.198417818857353,1.0075451656354758e-52,1.3769544038645398e-50,12,6,221,0.22299502759555107,0.08855190410095197,10.519083804372244
Cilp,214425,9.032868305150991,3.7646441297787128,2.9158044687361048e-52,3.956601907824673e-50,1,1,175,0.02283505367461287,0.018135718136297604,10.235564368343722
Cdh19,227485,4.945623650405111,7.725333784498829,4.6131689227574514e-52,6.215757816839318e-50,255,226,2131,1.2859052472360188,0.9051278914330491,27.524785683146735
Vcan,13003,4.945440560934343,8.22177515960933,5.6719048872068826e-52,7.588850084400649e-50,348,328,2993,2.2073309628565094,1.6523223437441084,48.62578623286393
Slfn9,237886,7.0717445825025695,3.8373174680028566,6.41457942990806e-52,8.522926960585479e-50,3,6,180,0.026843892874984027,0.04263911806810599,4.125422716956447
C3,12266,5.202206542690669,4.791757831893637,1.615909667379814e-51,2.132220666619171e-49,25,33,308,0.4670706783195345,0.4896539428377909,14.738898233752337
Col4a2,12827,4.922913125448298,8.599014062422311,1.9624083201126068e-51,2.571695780048939e-49,451,438,3874,6.80346881117736,5.247599565999794,149.68737796907004
Nid2,18074,5.058751915121217,4.962205911747042,2.3589636999886256e-51,3.070343705570229e-49,31,40,341,0.6175890816816724,0.6328934887695666,17.400591158029478
Mobp,17433,-9.421894862941816,8.637542692052026,7.783692129857154e-51,1.006252577841601e-48,8205,6328,3,121.71792090566338,74.55471788772971,0.11399056417183613
Itpripl2,319622,4.703695764056358,5.519885323307453,8.805001006248028e-51,1.1306448607553258e-48,63,65,480,0.8929221141404373,0.7316765001630976,17.425529157245695
Bnc2,242509,5.058151104483854,4.896473008100039,1.5097196725638199e-50,1.9256977663442376e-48,38,30,327,0.29733865869609705,0.18643255724671673,6.553710336464413
Ccdc80,67896,4.754878157256086,5.64973400276813,1.5375715083577314e-50,1.948235474795263e-48,59,76,524,1.386979864398164,1.4189413912505604,31.551582012660894
Ptprc,19264,5.102251188750516,4.819067190506893,3.4981550919833894e-50,4.4033027220340913e-48,27,36,312,0.4473951669113057,0.4737647512322049,13.242007404959063
Foxd3,15221,11.775618366945656,3.6566546491032157,4.950769362277376e-50,6.191050340421767e-48,0,0,165,0,0,17.328919541579868
Atp8b1,54670,5.003096970015481,4.861392843325898,6.324205491270323e-50,7.857209328862018e-48,32,37,319,0.4586250167389622,0.4211552385055636,11.71035750078953
Apobec3,80287,5.06641970725053,4.905509936112666,7.772772753139227e-50,9.594610392633085e-48,40,28,329,0.36329754021292054,0.20197295429901937,7.6536759800432845
Ctsc,13032,4.952748972390584,5.637632900905173,1.1147723349441959e-49,1.367239684903032e-47,44,74,525,0.7938452073300797,1.06034597226563,24.261305269893903
Scarf2,224024,5.191677888666291,4.832969727543072,1.9844333754610763e-49,2.418354380426546e-47,22,38,316,0.3046688872139994,0.417947510559783,11.208931534650874
NA,434223,7.100302817633396,3.6791268721494963,5.094263112246877e-49,6.168894691558196e-47,4,4,164,0.04333600432358332,0.034417679536249454,4.550974802587092
Serpinf1,20317,4.909413147645124,4.9171853358611894,5.624303841006121e-49,6.767912288677365e-47,33,43,329,2.1492004031782725,2.2241503909550575,54.882082178181854
Ddr2,18214,4.56169515887943,6.1470092555689515,6.322736009933261e-49,7.560806754878318e-47,108,104,720,1.175306753205765,0.8988630665240426,20.069274857033616
Adamtsl1,77739,4.545384360754375,5.77157765253588,1.4902618172073284e-48,1.7710049284862e-46,85,82,561,0.7859463950527096,0.6021720220715248,13.286438149327633
Adamts1,11504,4.706414399033012,6.5466389485120535,1.5717317307705774e-48,1.8562927904218184e-46,106,147,948,2.111756214782493,2.3258835712281574,48.37466398185322
Gbp7,229900,4.60896040587118,5.366331837449786,1.845688688451245e-48,2.166476176450164e-46,61,62,432,1.0557292753751426,0.8522110083036951,19.15041478086847
Elf4,56501,6.189615365391245,3.972857959728446,2.821233077527643e-48,3.291381248313195e-46,9,9,192,0.13367447311368172,0.10616496028222817,7.304305154296548
Cyp1b1,13078,5.0363043525982265,4.751177806413361,2.9807118941375386e-48,3.448067757884093e-46,26,37,298,0.49017714714118615,0.5540056024441525,14.390228308474834
Itga2,16398,5.173064546099371,4.560415252619689,2.991581287873096e-48,3.448067757884093e-46,29,22,266,0.39697590707909935,0.23917817804344543,9.326517227875515
NA,108167740,5.857605221235013,4.143996811768868,7.130902666838123e-48,8.169794055366096e-46,16,9,211,0.28728596038390974,0.12834225037993668,9.703950747065786
Bicc1,83675,4.545026228384518,5.565414165093661,8.372706368708754e-48,9.535416128125273e-46,66,80,490,1.1541716040073111,1.1110897912115614,21.947963940660546
NA,118568773,5.223151506752394,4.411345834402813,1.0324585431702778e-47,1.168877473756031e-45,22,23,243,0.1478828049440801,0.12278789530304483,4.1838198924109795
Sp100,20684,5.180735400027299,4.504661058098623,1.452994194499727e-47,1.635302230786075e-45,28,21,257,0.5412007516509162,0.32236833423799083,12.723458904356367
Sfrp1,20377,4.600924678762826,5.876042137246284,1.7225058266876325e-47,1.927292630527162e-45,73,100,603,1.5822927045331605,1.721459010442506,33.47749748073463
Heyl,56198,4.66889741143725,5.269070080524776,7.043469329384882e-47,7.835040620879125e-45,64,47,407,1.374053503371939,0.8014090609006868,22.38153081303698
NA,330256,5.206003263662701,4.744733017522755,8.548076754856296e-47,9.453777604084712e-45,37,19,299,0.5808496381378575,0.23689086876355558,12.02277987579428
Ccnd1,12443,4.600302893771341,5.305149117885271,1.945297654293808e-46,2.1390448287128408e-44,50,69,415,1.2911380534438088,1.415091388942336,27.448744322122735
Msn,17698,4.653845659344373,7.178200699256502,8.712257495985709e-46,9.525235581182547e-44,169,232,1448,4.282220746503072,4.668776154966997,93.97722498816407
Adam12,11489,4.610515261561613,5.632648298480051,1.210349361304745e-45,1.3157735414683913e-43,87,59,514,1.1029464811146206,0.5940457855045057,16.690525635056662
Tgtp1,21822,6.489734383092309,3.6441771133507217,1.2623354610537761e-45,1.3645347105277908e-43,6,6,159,0.2078323183500009,0.16506150582861678,14.106870007605155
Gbp6,100702,5.125406040963925,4.377987569901799,1.41048395685571e-45,1.5161117722764213e-43,21,26,237,0.4210392412647917,0.4140085863276049,12.170917931556314
Gm21451,100862072,5.455243927360329,4.158514859864247,2.992920749514999e-45,3.1990811564508647e-43,19,14,210,0.27729160198634817,0.16227210585011206,7.850080655199509
Itih5,209378,4.544955182928675,8.385179097271335,3.612677933435261e-45,3.840075938912047e-43,457,523,3283,5.6087506072577105,5.0978181475647855,103.20304719362973
Antxr2,71914,5.1058052963575475,4.358987449397631,3.645213520658432e-45,3.8532525022518105e-43,25,22,234,0.6391235135806977,0.4466837860044167,15.322596061860144
Oasl2,23962,6.1222431045368255,3.8953313348684957,4.152127517281883e-45,4.364981087261223e-43,5,13,183,0.15513418958470254,0.3203417840318664,14.543211331182228
Plekhg2,101497,5.019049894130071,4.8354913301437525,4.701580192472111e-45,4.915592012162235e-43,44,23,314,0.6044341667557701,0.2509324840479421,11.048356659916465
Stat1,20846,4.393215275340322,6.830274803154507,7.623985257168154e-45,7.927701626380341e-43,198,175,1127,3.3313906993065943,2.3384664743703465,48.56864674760871
Fkbp10,14230,4.8672306905312945,4.529168004142997,9.64539260662034e-45,9.975421445538755e-43,32,29,257,1.1961602914486416,0.8609345195482744,24.60618214542064
Mfap5,50530,8.700698093156602,3.3712464327677143,1.0301044721131108e-44,1.0596230572548466e-42,1,1,139,0.0646512715664621,0.05134637540117215,23.01778767353869
Uhrf1,18140,6.574774426070248,3.597898671138821,1.0687152546621195e-44,1.0934614421096434e-42,6,5,155,0.1644509809141275,0.10883985208276632,10.881496442486043
Ucp2,22228,4.369936711481234,5.859545170466702,1.4566546250524177e-44,1.4824560075068034e-42,86,112,588,3.840208388640288,3.97198028344267,67.2520264520433
NA,102637787,6.669573940726823,3.5502517092853094,1.479703968040325e-44,1.497945821191298e-42,7,3,151,0.053613125468567224,0.018248495350778673,2.9622502275100766
Tgm2,21817,4.328990410145569,5.379787434608823,2.244524369260386e-44,2.2602360398452086e-42,75,73,428,2.0562164773357026,1.589509589588554,30.055437142154158
Abca8a,217258,4.299429605275262,5.480141862344243,2.3706512569052174e-44,2.3747471465113887e-42,80,81,456,1.1880361869050726,0.9553388115506549,17.34507704231794
Gfra3,14587,11.50741233353092,3.335560881887956,4.708746100843361e-44,4.6923145389289594e-42,0,0,137,0,0,17.0973098189319
Wdfy4,545030,4.809956845328234,4.4963762795088424,4.813861123811689e-44,4.7722075068336294e-42,32,30,251,0.2827979326649241,0.21056211165875774,5.681613433580726
Ppp1r18,76448,4.640081472433609,4.708910457375905,5.235300702153591e-44,5.163247852283745e-42,41,38,284,0.8831761593997216,0.6500994485705193,15.669441912366082
Mlkl,74568,7.731538439302783,3.2930612810319184,1.334325503454349e-43,1.3092128132098491e-41,2,2,132,0.0663711894321456,0.05271234309601917,11.220061684084317
Sema3b,20347,4.8936445386483385,4.389911801290253,1.7084834503314498e-43,1.6677762171016137e-41,26,29,236,0.5996217720776632,0.5311714990244508,13.940801932142314
Unc13c,208898,-9.31081974644691,7.000843846115732,1.7937599308828527e-43,1.742132424242722e-41,2245,2388,1,21.872320769339602,18.477600121086276,0.024954577964790003
Mucl2,115489419,7.732161595936004,3.2929489799514515,1.88465049072384e-43,1.8211625171221835e-41,1,3,132,0.09101979766840546,0.21686518703114338,30.773826807984307
Niban1,63913,4.707349077265209,4.562149206510631,2.376109046118006e-43,2.2845273557475278e-41,35,34,260,0.5981917670408204,0.4615130913890707,11.381970180033903
Plod2,26432,4.316144401988474,5.280857220795338,2.7696624336928163e-43,2.6495975671922327e-41,64,76,401,0.6593129144819088,0.6218103142812145,10.581023761130487
Il4ra,16190,4.709021826465949,4.610356564544774,3.604921200341093e-43,3.4314904142351307e-41,40,31,268,0.7457379858787156,0.4590084583908195,12.797725080668302
Fstl1,14314,4.342207048995278,7.679942155354869,3.757161776652984e-43,3.558701795678294e-41,335,352,2001,9.031741435860631,7.537061743564688,138.18009466302294
Cd93,17064,4.2740751245278945,5.356772720231556,4.866645899633718e-43,4.5868736944675825e-41,69,82,420,1.0114057390508069,0.9546032220938017,15.768751951857526
Aspn,66695,5.669144320703978,3.997671921834244,6.040976634892586e-43,5.665784605656856e-41,8,18,192,0.3306717543161442,0.5908977525988758,20.32731651053385
Klk9,101533,6.88058867115722,3.4263385534106034,6.096123796331017e-43,5.689616419278114e-41,7,1,141,0.430531697820909,0.04884721553651333,22.212524139661465
Gbp3,55932,5.236778244161998,4.109557965054689,1.0833251784961881e-42,1.006177700979008e-40,18,19,202,0.5516229753497505,0.46244082034536,15.855973784926068
Ets1,23871,4.21231610757445,6.059504729147763,1.1563795757649601e-42,1.0688410832420764e-40,134,115,664,2.413144907793524,1.644785105044951,30.627982559543504
Lgals3bp,19039,4.629089870489999,4.715391745454955,1.233256520667782e-42,1.1344181254777247e-40,33,47,285,1.3966530675721354,1.5798111631152294,30.895211173680714
NA,631323,9.392005599602733,3.22269101076904,2.0667878805621864e-42,1.8896119181307433e-40,0,1,128,0,0.028599665055057028,11.806193699925164
