gene_id_ms,gene_name_ms,gene_name_hu,gene_length,mean_rpkm,max_rpkm,sd_rpkm,x38533_subq,x38533_acral,x38534_subq,x38534_acral,x38536_subq,x38536_acral,x38537_subq,x38537_acral,x38538_subq,x38538_acral
115487256,Gm26448,NA,203,12.752032964547011,25.655203966993433,7.597133418923105,52,130,266,103,168,180,116,333,80,95
115487257,NA,NA,62,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487258,NA,NA,61,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487259,NA,NA,63,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487260,NA,NA,71,NA,NA,NA,0,0,0,2,1,0,3,0,1,0
115487261,Gm22455,SNORD18C,71,3.094847217889347,11.85768693359556,3.950472069831596,15,0,43,0,14,6,14,0,8,11
115487262,Gm23344,SNORD18A,68,0.4686892789890664,2.805432932965417,0.9721390194803313,0,0,0,0,1,3,12,3,1,0
115487263,Gm23136,NA,99,1.1699428528764533,5.052794310836561,1.828907277517699,22,0,0,0,2,5,10,17,1,0
115487265,NA,NA,135,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487266,NA,NA,48,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487267,Snord50b,NA,72,3.1951622134893642,11.05298755495498,3.694641270155749,35,19,0,8,31,37,15,1,14,0
115487268,Gm26135,NA,72,2.2985854717354215,8.842390043963984,3.0495688447419016,28,0,0,3,3,29,19,14,6,0
115487269,Snord50a,NA,72,5.763552328645885,20.526976887773536,6.80917800390521,65,19,0,22,22,19,36,0,24,0
115487270,Gm24463,NA,72,0.6894686441154937,4.421195021981992,1.5343060163384235,14,0,0,3,1,0,0,0,1,0
115487271,Gm23017,NA,72,1.8945507188989095,8.210790755109414,2.7340381676088215,26,0,8,0,12,17,8,0,8,3
115487272,Gm24357,SNORD6,74,37.12766546419041,63.94006711573097,18.07565056071747,173,94,95,59,181,89,198,326,187,93
115487273,Gm25791,SNORA8,137,2.356122071815613,6.005282824079916,2.031820773874778,10,45,0,6,23,48,33,8,26,14
115487274,NA,NA,152,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487276,Gm22579,NA,133,4.9977899349187105,8.889878712298913,3.3045933961612106,52,0,31,26,24,27,73,55,45,8
115487277,NA,NA,136,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487278,Gm22620,SNORA1,133,2.580535406027086,7.560535685788165,2.219313716093359,10,55,21,19,40,14,18,18,9,0
115487279,Gm24166,NA,135,3.6383298021134514,8.667377745108263,2.9285876764110186,0,64,0,29,7,45,39,17,29,43
115487280,NA,NA,172,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487282,Gm24455,NA,131,6.0165227195542625,13.67717170417251,4.136080340650587,48,98,54,26,81,86,57,3,26,22
115487283,Gm24339,NA,76,1.572959622210897,6.251012460181187,2.348036423110011,0,0,0,7,13,31,19,3,23,0
115487284,NA,NA,144,NA,NA,NA,0,0,0,1,3,4,0,0,2,0
115487285,NA,NA,144,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487286,NA,NA,147,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487287,NA,NA,143,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487288,NA,NA,143,NA,NA,NA,0,0,0,0,3,0,5,0,0,0
115487289,NA,NA,157,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487290,NA,NA,145,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487291,NA,NA,142,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487292,NA,NA,144,0.29864943136452543,2.2884037636598107,0.8047554097734596,0,0,0,17,5,4,0,1,0,0
115487293,NA,NA,978,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487294,NA,NA,140,0.20589900186136056,1.1403859472437556,0.3948117327084234,0,0,2,0,4,14,2,11,0,0
115487295,NA,NA,142,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487296,NA,NA,143,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487297,NA,NA,138,NA,NA,NA,0,0,0,0,0,8,8,0,2,0
115487298,NA,NA,144,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487299,NA,NA,158,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487300,NA,NA,162,NA,NA,NA,0,0,7,0,0,14,0,0,0,0
115487303,NA,NA,162,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487304,NA,NA,130,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487305,NA,NA,130,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487306,NA,NA,119,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487307,Gm24289,SCARNA14,135,0.4823424228603391,1.1789853391951977,0.5042895784883981,7,0,0,2,7,5,10,0,3,6
115487308,Gm24067,SNORD105,85,4.887793872888857,23.540077024603278,7.919202984557678,88,4,34,0,1,3,14,10,8,3
115487311,Gm24299,SNORD5,71,6.405804244961318,25.940049666196156,8.1531851626489,81,21,0,12,28,61,29,20,15,7
115487312,Gm23008,SNORD105B,80,0.45986180225585993,1.453809449854468,0.6447597392980049,0,0,0,6,3,8,6,0,4,0
115487314,NA,NA,199,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487318,NA,NA,142,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487325,Gm25313,RNU5B-1,116,0.4217676014368994,2.339463482524431,0.8093942119939768,0,0,0,14,0,0,0,4,3,0
115487326,NA,NA,107,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487327,Gm29163,NA,107,0.6406328794671119,3.2936587483449515,1.1075368478887246,0,0,18,3,24,28,5,0,2,1
115487328,NA,NA,107,NA,NA,NA,0,0,0,0,4,0,0,0,2,0
115487329,NA,NA,107,NA,NA,NA,0,0,0,0,4,0,0,0,2,0
115487331,NA,NA,107,NA,NA,NA,0,0,0,0,4,0,0,0,2,0
115487332,NA,NA,107,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487333,NA,NA,107,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487334,Gm26189,NA,107,0.393196100502513,1.9125062578400072,0.7111120412289342,9,0,0,0,0,4,7,0,1,0
115487335,NA,NA,107,NA,NA,NA,0,0,0,0,0,0,0,0,1,0
115487336,Gm22060,RNU6-226P,107,0.5444311501021444,4.037513210995571,1.4157962931043055,19,0,0,0,4,10,0,0,0,2
115487337,NA,NA,107,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487338,NA,NA,107,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487339,NA,NA,107,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487340,NA,NA,107,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487341,NA,NA,108,NA,NA,NA,0,0,0,0,1,0,2,0,4,0
115487342,NA,NA,107,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487343,NA,NA,105,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487344,NA,NA,106,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487345,Gm23428,NA,102,0.35361104251865283,2.470525862497789,0.8592747539253961,0,0,0,13,0,1,1,0,1,0
115487346,NA,NA,11777,NA,NA,NA,186,33,66,64,119,125,136,54,74,4
115487347,NA,NA,829,NA,NA,NA,0,0,0,0,0,5,0,0,1,0
115487348,NA,NA,863,0.5736261675723862,1.3205580017560483,0.537393256621211,13,0,0,34,20,29,39,9,54,67
115487349,NA,NA,3318,NA,NA,NA,61,38,25,4,28,14,22,21,5,16
115487350,NA,NA,759,0.2816430753486711,1.0485047482961247,0.34224276821263877,35,0,8,18,31,9,11,9,5,0
115487351,NA,NA,2180,0.8005818591987076,1.482485934191012,0.4674430664323407,94,71,33,57,47,127,94,57,156,190
115487352,NA,NA,2061,NA,NA,NA,0,0,0,5,0,4,4,84,2,25
115487354,NA,NA,4238,1.371009232639695,2.2994664617297946,0.7549768636589714,338,266,118,436,318,499,613,71,405,237
115487357,NA,NA,25412,NA,NA,NA,0,0,99,0,0,25,0,12,0,12
115487358,NA,NA,529,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487359,NA,NA,3742,NA,NA,NA,151,176,18,33,75,43,105,165,94,91
115487360,NA,NA,1428,NA,NA,NA,23,0,0,8,0,6,1,3,4,0
115487361,NA,NA,13781,NA,NA,NA,227,88,45,63,156,161,210,44,71,12
115487362,NA,NA,1021,4.726052119112875,8.729803295118213,2.6983900860413836,392,221,60,205,206,202,464,120,346,249
115487363,NA,NA,1486,NA,NA,NA,42,0,0,0,0,7,2,0,1,5
115487364,NA,NA,1148,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487365,NA,NA,6466,NA,NA,NA,42,0,0,9,1,0,6,23,4,0
115487366,NA,NA,1415,NA,NA,NA,43,0,0,0,1,0,6,0,12,0
115487369,NA,NA,1131,25.991704105890804,70.4219768810589,22.744020126124273,1381,183,4068,1262,1388,4666,2539,89,2074,695
115487371,NA,NA,283,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487375,NA,NA,2148,NA,NA,NA,0,0,0,0,11,4,3,0,5,0
115487376,NA,NA,1655,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487377,NA,NA,1049,NA,NA,NA,16,0,0,0,8,0,2,4,2,0
115487378,NA,NA,180,NA,NA,NA,0,0,0,0,0,6,0,0,0,5
115487379,NA,NA,3149,NA,NA,NA,62,0,66,5,43,48,44,21,50,19
115487381,NA,NA,664,4.250414410769351,7.123665587807318,1.7341879986535333,160,116,74,138,121,122,230,100,229,168
115487384,NA,NA,1007,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487387,NA,NA,6441,NA,NA,NA,0,0,0,5,0,0,1,79,3,63
115487389,NA,NA,1465,NA,NA,NA,0,0,0,10,0,0,3,0,2,0
115487390,NA,NA,1120,NA,NA,NA,0,0,0,0,0,0,0,0,1,0
115487392,NA,NA,11074,0.6589455198556146,1.6422870290864922,0.6563814728740225,744,18,0,413,488,1209,1144,158,492,146
115487393,NA,NA,2596,NA,NA,NA,24,0,97,22,30,36,10,2,8,9
115487394,NA,NA,2334,NA,NA,NA,0,0,0,0,0,6,12,0,3,0
115487395,NA,NA,928,NA,NA,NA,0,0,0,0,0,0,6,0,0,0
115487396,NA,NA,2835,1.9288495422724934,3.6758568355601193,0.8746547248156199,246,182,98,305,206,294,340,718,306,285
115487397,NA,NA,232,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487398,NA,NA,519,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487399,NA,NA,18656,0.3723251259071199,1.2577817742026691,0.3748693564140183,1032,274,154,256,313,546,548,192,270,120
115487400,NA,NA,1517,NA,NA,NA,36,0,15,15,33,35,26,9,9,18
115487402,NA,NA,2983,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487405,NA,NA,222,NA,NA,NA,0,0,0,0,0,3,0,0,5,11
115487406,NA,NA,1912,NA,NA,NA,15,0,0,0,0,0,0,0,3,0
115487408,NA,NA,1800,NA,NA,NA,6,0,5,5,4,7,1,0,1,0
115487409,NA,NA,1388,NA,NA,NA,0,0,0,0,0,0,0,3,1,0
115487410,NA,NA,373,NA,NA,NA,0,0,0,0,0,0,0,0,2,0
115487411,NA,NA,848,NA,NA,NA,0,0,0,3,0,0,0,0,0,0
115487412,NA,NA,2978,NA,NA,NA,0,0,0,0,2,0,0,0,0,0
115487413,NA,NA,1286,0.7903921740547382,2.2572321873904393,0.7651696746504827,7,0,0,51,44,44,93,200,70,68
115487414,NA,NA,1699,0.6315468348169955,1.8623029113317686,0.6304182994272871,7,0,0,49,50,57,96,218,78,69
115487417,NA,NA,1564,0.22750937192819445,1.1921234659198794,0.39889009176977624,82,24,8,0,20,8,9,9,3,3
115487419,NA,NA,1087,NA,NA,NA,0,0,0,0,0,0,1,1,0,0
115487420,NA,NA,644,1.0668880840312343,2.436168685581914,0.7327664325359725,69,55,0,35,23,54,53,33,29,19
115487421,NA,NA,728,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487422,NA,NA,739,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487423,NA,NA,5486,NA,NA,NA,141,127,159,109,162,169,139,339,154,149
115487424,NA,NA,1977,NA,NA,NA,0,0,0,0,0,0,0,0,0,1
115487425,NA,NA,1401,NA,NA,NA,0,0,0,3,3,9,17,0,6,0
115487426,NA,NA,21207,3.2789866431755677,14.890339663792227,4.844886040740116,13888,1488,0,3021,7576,3707,3590,171,3331,1552
115487428,NA,NA,784,NA,NA,NA,0,0,0,0,0,23,12,0,4,15
115487429,NA,NA,382,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487433,NA,NA,276,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487435,NA,NA,560,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487436,NA,NA,3514,NA,NA,NA,0,36,0,31,9,6,14,3,34,7
115487437,NA,NA,2311,NA,NA,NA,0,17,0,28,4,0,12,3,22,4
115487438,NA,NA,3697,NA,NA,NA,56,0,0,26,18,45,23,23,10,10
115487439,NA,NA,434,0.4714483244900515,2.043238252423541,0.7282253608373856,39,23,0,0,0,4,3,18,1,0
115487440,NA,NA,297,2.5474198511410626,8.552021949027248,2.5858489374637994,20,25,0,30,4,14,48,175,18,52
115487441,NA,NA,1605,NA,NA,NA,0,0,1,0,4,4,2,13,0,8
115487444,NA,NA,523,NA,NA,NA,0,0,0,0,0,7,0,6,1,22
115487446,NA,NA,2647,1.035846271946732,1.8181851258173891,0.5776180687875437,206,103,23,111,89,69,227,113,233,159
115487447,NA,NA,1674,NA,NA,NA,0,0,0,0,2,0,0,0,0,0
115487448,NA,NA,1317,NA,NA,NA,0,0,13,0,8,4,2,0,2,0
115487450,NA,NA,1625,NA,NA,NA,0,0,0,0,6,0,4,0,0,0
115487452,NA,NA,8213,NA,NA,NA,0,84,0,3,17,32,12,0,15,23
115487453,NA,NA,379,NA,NA,NA,0,0,0,0,0,0,0,0,1,0
115487454,NA,NA,1691,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
115487456,NA,NA,1465,NA,NA,NA,0,0,0,17,11,7,1,0,8,0
115487458,NA,NA,14426,NA,NA,NA,33,0,35,0,62,40,7,4,3,0
115487460,NA,NA,1432,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487462,NA,NA,822,NA,NA,NA,11,0,0,0,0,13,0,0,1,0
115487463,NA,NA,2826,5.304061660416317,7.5941559418097055,1.8848423163620742,771,595,612,917,448,579,1157,340,1039,997
115487464,NA,NA,3302,1.2501999618427875,1.9724610343270794,0.6852123681317726,269,40,210,336,159,241,381,100,261,156
115487465,NA,NA,10531,0.31160131053240164,1.7726282956400794,0.5936899743797212,821,0,41,71,190,120,121,27,87,76
115487466,NA,NA,382,0.24919304152907265,1.0529332421045297,0.3880300376269171,10,22,0,0,0,16,7,0,1,0
115487467,NA,NA,2047,NA,NA,NA,44,0,0,6,14,10,15,0,17,8
115487469,NA,NA,1643,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487470,NA,NA,904,NA,NA,NA,0,0,2,0,0,0,0,0,0,0
115487471,NA,NA,77674,0.40338995277206713,1.1618486596376705,0.3905645693996835,3969,412,34,2200,2624,4108,3356,451,1626,946
115487472,NA,NA,631,NA,NA,NA,0,0,0,0,0,0,1,5,0,0
115487474,NA,NA,25281,NA,NA,NA,18,0,0,18,82,0,10,15,17,5
115487476,NA,NA,4515,NA,NA,NA,0,0,12,0,18,12,20,3,16,0
115487477,NA,NA,2006,NA,NA,NA,19,16,0,0,8,6,1,2,2,11
115487478,NA,NA,1283,NA,NA,NA,0,0,13,0,0,0,0,0,2,0
115487479,NA,NA,571,NA,NA,NA,10,15,0,0,4,0,0,0,0,0
115487481,NA,NA,8835,6.646995199536234,15.124914459119447,4.407447355720656,3178,7309,900,3275,1610,1630,3906,822,3643,1972
115487482,NA,NA,4160,3.8390078158318346,5.629856409068125,1.1764404449357422,925,1281,381,828,623,780,1080,938,760,783
115487485,NA,NA,243,NA,NA,NA,6,0,0,3,0,1,1,0,1,0
115487486,NA,NA,1159,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487487,NA,NA,1396,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487488,Gm23573,NA,107,0.18298104157471953,1.4638483325977563,0.517548541304247,0,0,8,0,0,0,0,0,0,0
115487489,Gm24430,RNU6-491P,104,3.260962074258302,5.8360395663783144,2.120787699806855,12,0,31,15,16,25,36,8,15,32
115487490,NA,NA,106,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487492,NA,NA,106,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487494,NA,NA,107,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487495,NA,NA,106,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487496,Gm23819,RNU6-288P,109,0.2770603332598727,1.458481952917801,0.5461076898000466,0,0,0,0,10,3,10,0,4,0
115487497,NA,NA,103,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487501,NA,NA,108,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487502,NA,NA,104,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487503,NA,NA,105,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487506,NA,NA,210,NA,NA,NA,0,0,0,5,0,0,0,0,0,0
115487507,NA,NA,62,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487508,NA,NA,62,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487509,NA,NA,62,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487512,NA,NA,166,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487513,Gm23130,SNORD101,74,4.4072717515775475,11.676051718284489,4.45141019639941,38,0,0,12,5,33,47,21,19,4
115487514,Snord59a,SNORD59A,75,2.295950165922231,6.787376768811597,2.6597415396388953,11,22,26,0,5,4,11,0,2,0
115487515,Gm22871,NA,54,8.127261440221073,30.737832057589085,10.82492954680319,73,52,0,13,7,22,20,0,16,0
115487516,Gm22394,NA,76,6.393265513369883,25.430181893355066,8.760753312752252,85,52,0,13,7,24,20,0,21,0
115487517,NA,NA,131,NA,NA,NA,0,0,0,5,0,0,0,0,1,7
115487518,NA,NA,164,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487519,Gm25410,NA,137,1.1579794721038763,2.15758005243751,0.8544325753942479,13,9,0,0,4,25,14,6,11,16
115487520,Gm26495,NA,137,0.3002641412039958,2.4021131296319664,0.8492752415700019,0,18,0,0,0,2,0,0,0,0
115487521,NA,NA,134,NA,NA,NA,0,0,0,0,0,0,0,2,0,0
115487522,Gm25117,NA,144,1.233348735657535,2.7193015900687487,1.0876650192623964,7,0,20,14,4,27,24,5,7,0
115487523,NA,NA,147,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487524,NA,NA,142,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487525,NA,NA,143,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487526,NA,NA,164,NA,NA,NA,0,0,0,0,1,0,0,0,0,0
115487527,NA,NA,140,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487528,NA,NA,145,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487529,NA,NA,162,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487530,NA,NA,160,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487531,Gm25515,NA,157,0.374241666364399,1.5930784610599351,0.5788843069361385,11,0,0,7,0,2,4,0,1,0
115487532,NA,NA,121,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487533,NA,NA,122,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487534,Gm24119,SNORA53,246,4.7981387360640015,14.16689803996792,4.486740710211032,60,35,178,25,166,246,55,139,9,23
115487535,Gm26347,NA,131,1.8392956756113512,3.489074414329722,0.8750433359492816,8,25,11,9,6,6,14,8,9,22
115487536,NA,NA,145,NA,NA,NA,0,0,0,0,0,5,0,0,1,0
115487538,NA,NA,161,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487541,NA,NA,105,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487542,NA,NA,157,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487547,NA,NA,136,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487548,NA,NA,135,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487549,NA,NA,117,NA,NA,NA,0,0,0,0,0,5,4,0,1,0
115487550,NA,NA,107,NA,NA,NA,0,0,0,0,0,0,0,0,0,4
115487551,NA,NA,107,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487552,NA,NA,107,NA,NA,NA,0,0,0,0,0,4,0,0,0,0
115487553,NA,NA,107,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487554,NA,NA,107,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487555,Gm24019,NA,107,0.2012171199846533,1.2681203923964206,0.43810669470512215,0,0,0,7,1,5,1,0,1,0
115487556,NA,NA,107,NA,NA,NA,0,0,0,0,0,0,0,0,1,0
115487557,Gm26180,NA,107,0.466055110457071,1.188594638265722,0.513180015174967,0,0,0,0,1,0,8,6,4,6
115487558,NA,NA,107,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487559,NA,NA,107,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487560,NA,NA,107,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487561,NA,NA,107,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487562,NA,NA,107,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487563,NA,NA,107,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487564,NA,NA,107,NA,NA,NA,0,0,0,0,2,0,0,0,4,0
115487565,NA,NA,107,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487566,Gm22829,NA,106,0.16001047404058608,1.2800837923246886,0.4525779650198898,0,0,0,7,0,0,0,0,0,0
115487567,NA,NA,107,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487568,NA,NA,107,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487569,NA,NA,107,NA,NA,NA,0,0,0,0,0,4,0,0,0,0
115487570,Gm23058,NA,107,1.6689111794852183,7.862525726675585,2.669668401952993,37,0,0,5,12,10,19,0,5,5
115487571,Gm25596,RNU6-102P,107,0.8402691699601096,2.378753540471354,0.9876888058259462,0,0,13,0,15,17,6,0,8,12
115487572,NA,NA,106,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487573,NA,NA,107,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487574,NA,NA,103,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487575,NA,NA,104,0.6305991419891772,4.473259845706056,1.5596457867001157,0,0,0,24,1,0,1,3,0,0
115487576,NA,NA,104,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487577,NA,NA,119,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487578,NA,NA,107,NA,NA,NA,0,0,0,0,0,0,1,0,0,0
115487579,NA,NA,107,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487580,Gm23966,NA,107,0.3058956328773004,1.9125062578400072,0.6633506543279954,9,0,0,0,0,6,1,0,2,0
115487581,NA,NA,106,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487582,Gm22549,NA,107,0.8350867590797242,2.2286149467482286,0.9439484742346596,0,0,0,6,6,0,15,12,9,0
115487583,NA,NA,107,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487584,NA,NA,107,NA,NA,NA,0,0,0,0,0,11,1,0,2,0
115487585,NA,NA,104,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487586,NA,NA,102,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487587,NA,NA,107,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487588,NA,NA,107,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487589,NA,NA,109,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487590,NA,NA,107,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487591,Gm25235,NA,107,0.44758876035870065,1.4920937627488393,0.5600006649461216,2,0,0,0,2,7,6,11,4,0
115487592,NA,NA,107,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487593,NA,NA,111,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487594,NA,NA,110,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487596,NA,NA,107,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487597,NA,NA,109,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487598,NA,NA,105,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487599,NA,NA,110,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487600,NA,NA,104,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487601,NA,NA,103,NA,NA,NA,0,0,0,0,0,10,0,0,0,0
115487602,NA,NA,107,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487603,NA,NA,104,NA,NA,NA,0,0,0,0,0,6,2,0,0,0
115487604,NA,NA,107,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487605,NA,NA,106,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487606,NA,NA,106,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487607,NA,NA,102,0.5836374962680002,1.9716691102153452,0.6983629436560037,0,11,0,3,5,5,7,0,1,5
115487608,NA,NA,104,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487609,NA,NA,103,NA,NA,NA,0,0,0,0,2,0,0,0,0,0
115487610,NA,NA,105,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487611,NA,NA,104,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487612,NA,NA,108,NA,NA,NA,0,0,0,0,0,0,0,0,1,0
115487613,NA,NA,104,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487614,Gm22281,NA,103,1.767436692445662,6.173768266720012,2.743093630625306,27,0,0,0,4,13,40,0,10,0
115487615,NA,NA,104,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487617,NA,NA,104,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487618,NA,NA,102,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487619,NA,NA,102,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487622,NA,NA,102,NA,NA,NA,0,0,0,0,7,0,0,0,0,0
115487623,NA,NA,104,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487625,Gm23169,NA,112,0.6883229945259934,2.6391827427137398,0.8883855352453212,13,0,0,0,0,1,7,5,5,2
115487626,NA,NA,105,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487628,NA,NA,110,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487629,NA,NA,102,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487630,NA,NA,107,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487632,NA,NA,63,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487634,NA,NA,64,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487635,NA,NA,63,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487636,Gm27934,NA,63,1.2191122092076858,7.835464256180462,2.7131031228697715,0,27,0,0,1,3,5,0,2,0
115487637,NA,NA,65,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
115487638,Gm22357,NA,83,18.223956732524464,82.18400385095613,27.15196845576328,300,0,16,69,104,46,127,40,49,1
